SENT#,WORD,POS,NER,TAG
161,Mê Linh,Np,I-LOC,I-ADD
161,",",CH,O,I-ADD
161,Hà Nội,Np,B-LOC,I-ADD
161,.,CH,O,
162,BN,Np,B-PER,B-BN
162,là,V,O,B-R
162,mẹ,N,O,I-R
162,BN257,Np,B-PER,B-BN
162,đang,R,O,
162,được,V,O,
162,cách ly,V,O,B-R
162,tại,E,O,
162,Bệnh viện,N,B-LOC,B-HOS
162,Bệnh viện,N,I-LOC,I-HOS
162,Bệnh,N,I-LOC,I-HOS
162,nhiệt đới,N,I-LOC,I-HOS
162,Trung ương,N,I-LOC,I-HOS
162,cơ sở,N,I-LOC,I-HOS
162,2,M,I-LOC,I-HOS
162,.,CH,O,
163,BN,Np,B-PER,B-BN
163,đã,R,O,
163,được,V,O,
163,lấy,V,O,
163,mẫu,N,O,
163,xét nghiệm,V,O,
163,và,C,O,
163,kết luận,V,O,
163,dương tính,V,O,B-STATUS
163,với,E,O,
163,virus,FW,O,
163,SARS,Np,B-LOC,
163,-,CH,O,
163,CoV,Ny,O,
163,-,CH,O,
163,2,M,O,
163,vào,E,O,
163,ngày,N,O,
163,11/4,M,O,B-TIME
163,.,CH,O,
164,THÔNG TIN,N,B-LOC,
164,VỀ,Np,I-LOC,
164,BN256,Np,I-LOC,B-BN
164,",",CH,O,
164,BN257,Np,B-LOC,B-BN
164,:,CH,B-LOC,
164,BN256,Np,I-LOC,B-BN
164,:,CH,O,
164,nam,N,O,B-SEX
164,",",CH,O,
164,52,M,O,B-AGE
164,tuổi,N,O,
164,",",CH,O,
164,quốc tịch,N,B-LOC,
164,Việt Nam,Np,I-LOC,B-NAT
164,",",CH,O,
164,có,V,O,
164,địa chỉ,N,O,
164,ở,E,O,
164,Đình Dù,Np,B-LOC,B-ADD
164,",",CH,B-LOC,I-ADD
164,Văn Lâm,Np,I-LOC,I-ADD
164,",",CH,B-LOC,I-ADD
164,Hưng Yên,Np,I-LOC,I-ADD
164,.,CH,O,
165,Ngày,N,O,
165,27/3,M,O,B-TIME
165,",",CH,O,
165,BN,Np,B-PER,B-BN
165,từ,E,O,B-R
165,Nga,Np,B-LOC,B-LOC
165,về,E,O,B-R
165,sân bay,N,B-LOC,B-LOC
165,Nội Bài,Np,I-LOC,I-LOC
165,trên,E,O,
165,chuyến,N,O,
165,bay,V,O,
165,số hiệu,N,B-LOC,
165,SU290,Np,I-LOC,B-FIGHT
165,.,CH,O,
166,Sau,N,O,
166,khi,N,O,
166,nhập cảnh,V,O,
166,",",CH,O,
166,BN,Np,B-PER,B-BN
166,được,V,O,
166,chuyển,V,O,
166,cách ly,V,O,B-R
166,tập trung,V,O,
166,tại,E,O,
166,Trường Văn hóa,N,B-LOC,B-LOC
166,Nghệ thuật,N,I-LOC,I-LOC
166,tỉnh,N,I-LOC,I-LOC
166,Vĩnh Phúc,Np,I-LOC,I-LOC
166,.,CH,O,
167,Hiện,N,B-LOC,B-TIME
167,BN,Np,I-LOC,B-BN
167,được,R,O,
167,cách ly,V,O,B-R
167,",",CH,O,
167,điều trị,V,O,B-R
167,tại,E,O,
167,Bệnh viện,N,B-LOC,B-HOS
167,Bệnh,N,I-LOC,I-HOS
167,Nhiệt đới,N,I-LOC,I-HOS
167,Trung ương,N,I-LOC,I-HOS
167,cơ sở,N,I-LOC,I-HOS
167,2,M,I-LOC,I-HOS
167,.,CH,O,
168,BN257,Np,B-PER,B-BN
168,:,CH,O,
168,nữ,N,O,B-SEX
168,",",CH,O,
168,15,M,O,B-AGE
168,tuổi,N,O,
168,",",CH,O,
168,quốc tịch,N,B-LOC,
168,Việt Nam,Np,I-LOC,B-NAT
168,",",CH,O,
168,trú,V,O,
168,tại,E,O,
168,xóm,N,B-LOC,B-ADD
168,Hội,Np,I-LOC,I-ADD
168,",",CH,B-LOC,I-ADD
168,Hạ Lôi,Np,I-LOC,I-ADD
168,",",CH,B-LOC,I-ADD
168,Mê Linh,Np,I-LOC,I-ADD
168,",",CH,O,I-ADD
168,Hà Nội,Np,B-LOC,I-ADD
168,.,CH,O,
169,BN,Np,B-PER,B-BN
169,là,V,O,
169,học sinh,N,O,
169,",",CH,O,
169,đang,R,O,
169,nghỉ,V,O,
169,học,V,O,
169,ở,E,O,
169,nhà,N,O,
169,",",CH,O,
169,không,R,O,
169,đi,V,O,
169,đâu,P,O,
169,.,CH,O,
170,Ngày,N,O,
170,20/3,M,O,B-TIME
170,",",CH,O,
170,BN243,Np,B-LOC,B-BN
170,(,CH,O,
170,là,V,O,
170,bạn,N,O,
170,của,E,O,
170,bố,N,B-LOC,
170,BN,Np,I-LOC,
170,),CH,O,
170,đến,V,O,
170,nhà,N,O,
170,chơi,V,O,
170,và,C,O,
170,nói chuyện,V,O,
170,với,E,O,
170,bố,N,B-LOC,
170,BN.,Np,I-LOC,
171,Ngày,N,O,
171,8/4,M,O,B-TIME
171,",",CH,O,
171,BN,Np,B-PER,B-BN
171,có,V,O,
171,biểu hiện,N,O,
171,sốt,V,O,
171,",",CH,O,
171,chảy,V,O,
171,nước mũi,A,O,
171,.,CH,O,
172,Ngày,N,O,
172,9/4,M,O,B-TIME
172,",",CH,O,
172,BN,Np,B-PER,B-BN
172,được,V,O,
172,lấy,V,O,
172,mẫu,N,O,
172,xét nghiệm,V,O,
172,.,CH,O,
173,Ngày,N,O,
173,10/4,M,O,B-TIME
173,",",CH,O,
173,xét nghiệm,V,O,
173,cho,E,O,
173,kết quả,N,O,
173,dương tính,A,O,B-STATUS
173,với,E,O,
173,virus,FW,O,
173,SARS,Np,B-LOC,
173,-,CH,O,
173,CoV,Ny,O,
173,-,CH,O,
173,2,M,O,
173,.,CH,O,
174,Bố,N,O,
174,BN,Np,B-PER,
174,cũng,R,O,
174,đã,R,O,
174,được,V,O,
174,lấy,V,O,
174,mẫu,N,O,
174,xét nghiệm,V,O,
174,và,C,O,
174,cho,E,O,
174,kết quả,N,O,
174,âm tính,A,O,B-STATUS
174,.,CH,O,
175,Hiện,N,O,B-TIME
175,BN,Np,B-PER,B-BN
175,đang,R,O,
175,được,V,O,
175,cách ly,V,O,B-R
175,",",CH,O,
175,điều trị,V,O,B-R
175,tại,E,O,
175,Bệnh viện,N,B-LOC,B-HOS
175,Bệnh,N,I-LOC,I-HOS
175,Nhiệt đới,N,I-LOC,I-HOS
175,Trung ương,N,I-LOC,I-HOS
175,cơ sở,N,I-LOC,I-HOS
175,2,M,I-LOC,I-HOS
175,.,CH,O,
176,THÔNG BÁO,Np,B-PER,
176,VỀ,Np,I-PER,
176,4,M,O,
176,BN252,Np,B-LOC,B-BN
176,",",CH,O,
176,BN255,Np,B-LOC,B-BN
176,:,CH,B-LOC,
176,BN252,Np,I-LOC,B-BN
176,-,CH,O,
176,nam,N,O,B-SEX
176,",",CH,O,
176,6,M,O,B-AGE
176,tuổi,N,O,
176,",",CH,O,
176,ở,E,O,
176,phường,N,B-LOC,B-ADD
176,12,M,I-LOC,B-ADD
176,",",CH,O,B-ADD
176,quận,N,B-LOC,B-ADD
176,5,M,I-LOC,B-ADD
176,",",CH,O,B-ADD
176,TP.,Ny,B-LOC,B-ADD
176,HCM,Np,I-LOC,B-ADD
176,",",CH,O,
176,sống,V,O,B-R
176,tại,E,O,
176,Campuchia,Np,B-LOC,B-LOC
176,cùng,C,O,
176,gia đình,N,O,
176,có,V,O,
176,5,M,O,
176,người,N,O,
176,",",CH,O,
176,trong,E,O,
176,đó,P,O,
176,2,M,O,
176,người,N,O,
176,đã,R,O,
176,được,V,O,
176,xác định,V,O,
176,mắc,V,O,
176,COVID,Np,B-PER,
176,-,CH,O,
176,19,M,O,
176,và,C,O,
176,được,V,O,
176,cách ly,V,O,B-R
176,",",CH,O,
176,điều trị,V,O,B-R
176,tại,E,O,
176,Campuchia,Np,B-LOC,B-LOC
176,.,CH,O,
177,Ngày,N,O,
177,8/4,M,O,B-TIME
177,",",CH,O,
177,BN,Np,B-PER,B-BN
177,cùng,A,O,
177,2,M,O,
177,người,N,O,
177,còn,V,O,
177,lại,V,O,
177,trong,E,O,
177,gia đình,N,O,
177,trở về,V,O,B-R
177,Việt Nam,Np,B-LOC,B-LOC
177,qua,V,O,B-R
177,cửa khẩu,N,B-LOC,B-LOC
177,Mộc Bài,Np,I-LOC,I-LOC
177,",",CH,O,I-LOC
177,Tây Ninh,Np,B-LOC,I-LOC
177,.,CH,O,
178,BN253,Np,B-PER,B-BN
178,-,CH,O,
178,nữ,N,O,B-SEX
178,",",CH,O,
178,41,M,O,B-AGE
178,tuổi,N,O,
178,",",CH,O,
178,ở,E,O,
178,Mê Linh,Np,B-LOC,B-ADD
178,",",CH,O,I-ADD
178,Hà Nội,Np,B-LOC,I-ADD
178,",",CH,O,
178,là,V,O,B-R
178,chị,Nc,O,I-R
178,dâu,N,O,I-R
178,",",CH,O,
178,ở,E,O,B-R
178,gần,A,O,I-R
178,nhà,N,O,I-R
178,và,C,O,
178,có,V,O,
178,tiếp xúc,V,O,B-R
178,gần,A,O,I-R
178,với,E,O,
178,BN243,Np,B-PER,B-BN
178,.,CH,O,
179,BN254,Np,B-PER,B-BN
179,-,CH,O,
179,nam,N,O,B-SEX
179,",",CH,O,
179,51,M,O,B-AGE
179,tuổi,N,O,
179,",",CH,O,
179,trú,V,O,
179,ở,E,O,
179,Mê Linh,Np,B-LOC,B-ADD
179,",",CH,O,I-ADD
179,Hà Nội,Np,B-LOC,I-ADD
179,",",CH,O,
179,là,V,O,B-R
179,hàng xóm,N,O,I-R
179,có,V,O,
179,tiếp xúc,V,O,B-R
179,gần,A,O,I-R
179,BN243,Np,B-LOC,B-BN
179,",",CH,B-LOC,
179,BN250,Np,I-LOC,B-BN
179,.,CH,O,
180,BN255,Np,B-PER,B-BN
180,-,CH,O,
180,nam,N,O,B-SEX
180,",",CH,O,
180,29,M,O,B-AGE
180,tuổi,N,O,
180,",",CH,O,
180,ở,E,O,
180,Bắc Quang,Np,B-LOC,B-ADD
180,",",CH,B-LOC,I-ADD
180,Hà Giang,Np,I-LOC,I-ADD
180,",",CH,O,
180,ngày,N,B-LOC,
180,27/3,M,I-LOC,B-TIME
180,từ,E,O,B-R
180,Nga,Np,B-LOC,B-LOC
180,về,E,O,B-R
180,Nội Bài,Np,B-LOC,B-LOC
180,trên,E,O,
180,chuyến,N,O,
180,bay,V,O,
180,SU290,Np,B-LOC,B-FLIGHT
180,",",CH,O,
180,được,V,O,
180,cách ly,V,O,B-R
180,tập trung,V,O,
180,tại,E,O,
180,Vĩnh Phúc,Np,B-LOC,B-LOC
180,.,CH,O,
181,THÊM,V,O,
181,4,M,O,
181,BN,Np,B-PER,B-BNS
181,KHỎI,Np,I-PER,
181,BỆNH,Np,I-PER,
181,:,CH,O,
181,Sáng,N,O,
181,8/4,M,O,B-TIME
181,",",CH,B-LOC,
181,3,M,I-LOC,
181,BN BN125,Np,I-LOC,B-BN
181,",",CH,O,
181,BN126,Np,I-LOC,B-BN
181,và,C,O,
181,BN152,Np,B-ORG,B-BN
181,tại,E,O,
181,Bệnh viện,N,B-LOC,B-HOS
181,Điều trị,N,I-LOC,I-HOS
181,COVID,Np,I-LOC,I-HOS
181,-,CH,O,I-HOS
181,19,M,B-MISC,I-HOS
181,Cần Giờ,Np,I-MISC,I-HOS
181,(,CH,O,I-HOS
181,TP,Ny,B-LOC,I-HOS
181,HCM,Np,I-LOC,I-HOS
181,),CH,O,I-HOS
181,đã,R,O,
181,được,V,O,
181,công bố,V,O,
181,khỏi,V,O,B-STATUS
181,bệnh,N,O,I-STATUS
181,.,CH,O,
182,Cũng,R,O,
182,trong sáng,A,O,
182,nay,P,O,
182,",",CH,O,
182,tại,E,O,
182,Bệnh viện,N,B-LOC,B-HOS
182,dã chiến,N,I-LOC,I-HOS
182,Củ Chi,Np,I-LOC,I-HOS
182,TP,Ny,B-LOC,I-HOS
182,HCM,Np,I-LOC,I-HOS
182,",",CH,B-LOC,
182,BN153,Np,I-LOC,B-BN
182,cũng,R,O,
182,được,V,O,
182,công bố,V,O,
182,khỏi,V,O,B-STATUS
182,bệnh,N,O,I-STATUS
182,.,CH,O,
183,Tình trạng,N,O,
183,sức khỏe,V,O,
183,tốt,A,O,
183,",",CH,O,
183,các,L,O,
183,BN,Np,B-PER,B-BNS
183,sẽ,R,O,
183,tiếp tục,V,O,
183,được,V,O,
183,dõi,V,O,
183,sức khỏe,V,O,
183,trong,E,O,
183,14,M,O,
183,ngày,N,O,
183,tiếp theo,V,O,
183,.,CH,O,
184,Như vậy,X,O,
184,",",CH,O,
184,đến,E,O,
184,nay,P,O,
184,",",CH,O,
184,Việt Nam,Np,B-LOC,
184,đã,R,O,
184,có,V,O,
184,126,N,B-LOC,
184,BN COVID,Np,I-LOC,
184,-,CH,O,
184,19,M,O,
184,khỏi,V,O,
184,bệnh,N,O,
184,.,CH,O,
185,Số,N,O,
185,ca,N,O,
185,đang,R,O,
185,điều trị,V,O,
185,tại,E,O,
185,các,L,O,
185,cơ sở,N,O,
185,y tế,N,O,
185,hiện,N,O,B-TIME
185,có,V,O,
185,125,N,B-LOC,
185,BN.,Np,I-LOC,
186,THÔNG BÁO,Np,O,
186,VỀ,Np,B-LOC,
186,2,M,I-LOC,
186,BN250,Np,I-LOC,B-BN
186,",",CH,O,
186,BN251,Np,B-LOC,B-BN
186,:,CH,B-LOC,
186,BN250,Np,I-LOC,B-BN
186,-,CH,O,
186,nữ,N,O,B-SEX
186,",",CH,O,
186,50,M,O,B-AGE
186,tuổi,N,O,
186,",",CH,O,
186,trú,V,O,
186,tại,E,O,
186,Hạ Lôi,Np,B-LOC,B-ADD
186,",",CH,B-LOC,I-ADD
186,Mê Linh,Np,I-LOC,I-ADD
186,",",CH,O,I-ADD
186,Hà Nội,Np,B-LOC,I-ADD
186,.,CH,O,
187,BN,Np,B-PER,B-BN
187,là,V,O,B-R
187,hàng xóm,N,O,I-R
187,và,C,O,
187,có,V,O,
187,tiếp xúc,V,O,B-R
187,gần,A,O,I-R
187,BN243,Np,B-LOC,B-BN
187,",",CH,O,
187,ngày,N,O,
187,2/4,M,O,B-TIME
187,khởi phát,N,O,
187,bệnh,N,O,
187,",",CH,O,
187,hiện,N,O,B-TIME
187,được,V,O,
187,điều trị,V,O,B-R
187,",",CH,O,
187,cách ly,V,O,B-R
187,tại,E,O,
187,BV,Np,B-LOC,B-HOS
187,Bệnh,Np,B-LOC,I-HOS
187,Nhiệt đới,V,O,I-HOS
187,Trung ương,N,B-LOC,I-HOS
187,cơ sở,N,I-LOC,I-HOS
187,2,M,I-LOC,I-HOS
187,.,CH,O,
188,BN251,Np,B-PER,B-BN
188,-,CH,O,
188,nam,N,O,B-SEX
188,",",CH,O,
188,64,M,O,B-AGE
188,tuổi,N,O,
188,",",CH,O,
188,trú,V,O,
188,tại,E,O,
188,Bình Nghĩa,Np,B-LOC,B-ADD
188,",",CH,B-LOC,I-ADD
188,Bình Lục,Np,I-LOC,I-ADD
188,",",CH,B-LOC,I-ADD
188,Hà Nam,Np,I-LOC,I-ADD
188,",",CH,O,
188,từ,E,O,B-TIME
188,20/3,N,O,I-TIME
188,đến,E,O,I-TIME
188,nay,P,O,I-TIME
188,điều trị,V,O,B-R
188,tại,E,O,
188,Khoa,Np,B-LOC,B-HOS
188,Tiêu hoá,V,O,I-HOS
188,",",CH,O,I-HOS
188,BVĐK,Np,B-ORG,I-HOS
188,tỉnh,N,B-LOC,I-HOS
188,Hà Nam,Np,I-LOC,I-HOS
188,",",CH,O,
188,có,V,O,
188,con,Nc,O,
188,trai,N,O,
188,và,C,O,
188,con,Nc,O,
188,dâu,N,O,
188,từ,E,O,
188,Hà Nội,Np,B-LOC,
188,về,E,O,
188,chăm,V,O,
188,",",CH,O,
188,hiện,N,O,B-TIME
188,được,V,O,
188,điều trị,V,O,B-R
188,",",CH,O,
188,cách ly,V,O,B-R
188,tại,E,O,
188,BVĐK,Np,B-LOC,B-HOS
188,tỉnh,N,B-LOC,I-HOS
188,Hà Nam,Np,I-LOC,I-HOS
188,",",CH,O,
188,đang,R,O,
188,tiếp tục,V,O,
188,điều tra,V,O,
188,nguồn,N,O,
188,lây,V,O,
188,.,CH,O,
189,THÔNG BÁO,Np,B-PER,
189,VỀ,Np,I-PER,
189,4,M,O,
189,BN246,Np,B-LOC,B-BN
189,",",CH,O,
189,BN249,Np,B-LOC,B-BN
189,:,CH,B-LOC,
189,BN246,Np,I-LOC,B-BN
189,-,CH,O,
189,nam,N,O,B-SEX
189,",",CH,O,
189,33,M,O,B-AGE
189,tuổi,N,O,
189,",",CH,O,
189,ở,E,O,
189,huyện,N,B-LOC,B-ADD
189,Yên Thành,Np,I-LOC,I-ADD
189,",",CH,O,I-ADD
189,Nghệ An,Np,B-LOC,I-ADD
189,",",CH,O,
189,làm,V,O,B-R
189,đầu bếp,V,O,I-R
189,tại,E,O,
189,Moscow,Np,B-LOC,B-LOC
189,(,CH,B-LOC,I-LOC
189,Nga,Np,I-LOC,I-LOC
189,),CH,O,I-LOC
189,",",CH,O,
189,ngày,N,B-LOC,
189,24/3,M,I-LOC,B-TIME
189,từ,E,O,B-R
189,Nga,Np,B-LOC,B-LOC
189,trở về,V,O,B-R
189,Việt Nam,Np,B-LOC,B-LOC
189,trên,E,O,
189,chuyến,N,O,
189,bay,V,O,
189,SU290,Np,B-LOC,B-FLIGHT
189,(,CH,O,
189,ghế,N,B-LOC,
189,49F,M,I-LOC,
189,),CH,O,
189,",",CH,O,
189,nhập cảnh,N,B-LOC,B-R
189,Nội Bài,Np,I-LOC,B-LOC
189,ngày,N,O,
189,25/3,M,O,B-TIME
189,.,CH,O,
190,BN247,Np,B-PER,B-BN
190,-,CH,O,
190,nam,N,O,B-SEX
190,",",CH,O,
190,28,M,O,B-AGE
190,tuổi,N,O,
190,",",CH,O,
190,ở,E,O,
190,phường,N,B-LOC,B-ADD
190,1,M,I-LOC,I-ADD
190,",",CH,O,I-ADD
190,quận,N,B-LOC,I-ADD
190,Bình Thạnh,Np,I-LOC,I-ADD
190,",",CH,O,I-ADD
190,TP.,Ny,B-LOC,I-ADD
190,HCM,Np,I-LOC,I-ADD
190,",",CH,O,
190,là,V,O,B-R
190,đồng nghiệp,N,O,I-R
190,",",CH,O,
190,có,V,O,
190,tiếp xúc,V,O,B-R
190,gần,A,O,I-R
190,với,E,O,
190,BN124,Np,B-PER,B-BN
190,và,C,O,
190,BN151,Np,B-LOC,B-BN
190,.,CH,O,
191,BN248,Np,B-PER,B-BN
191,-,CH,O,
191,nam,N,O,B-SEX
191,",",CH,O,
191,20,M,O,B-AGE
191,tuổi,N,O,
191,",",CH,O,
191,quốc tịch,N,B-LOC,
191,Việt Nam,Np,I-LOC,B-NAT
191,",",CH,O,
191,từ,E,O,B-R
191,Mỹ,Np,B-LOC,B-LOC
191,quá cảnh,N,B-LOC,B-R
191,Nhật Bản,Np,I-LOC,B-LOC
191,về,E,O,B-R
191,Việt Nam,Np,B-LOC,B-LOC
191,trên,E,O,
191,chuyến,N,O,
191,bay,V,O,
191,JL079,Np,B-LOC,B-FLIGHT
191,ngày,N,O,
191,23/3,M,O,B-TIME
191,nhập cảnh,N,O,B-R
191,tại,E,O,
191,Tân Sơn Nhất,Np,B-LOC,B-LOC
191,.,CH,O,
192,BN249,Np,B-PER,B-BN
192,-,CH,O,
192,nam,N,O,B-SEX
192,",",CH,O,
192,55,M,O,B-AGE
192,tuổi,N,O,
192,",",CH,O,
192,quốc tịch,N,B-LOC,
192,Việt Nam,Np,I-LOC,B-NAT
192,",",CH,O,
192,từ,E,O,B-R
192,Mỹ,Np,B-LOC,B-LOC
192,quá cảnh,V,O,B-R
192,tại,E,O,
192,Hồng Kông,Np,B-LOC,B-LOC
192,",",CH,O,
192,nhập cảnh,V,O,
192,ngày,N,B-LOC,
192,22/3,M,I-LOC,B-TIME
192,",",CH,O,
192,khởi phát,V,O,B-R
192,bệnh,N,O,I-R
192,tại,E,O,
192,Mỹ,Np,B-LOC,B-LOC
192,.,CH,O,
193,THÔNG BÁO,Np,B-PER,
193,VỀ,Np,I-PER,
193,4,M,O,
193,BN242,Np,B-LOC,B-BN
193,",",CH,O,
193,BN245,Np,B-LOC,B-BN
193,:,CH,B-LOC,
193,BN242,Np,I-LOC,B-BN
193,(,CH,O,
193,BN242,Ny,O,B-BN
193,),CH,O,
193,-,CH,O,
193,nữ,N,O,B-SEX
193,",",CH,O,
193,34,M,O,B-AGE
193,tuổi,N,O,
193,",",CH,O,
193,ở,E,O,
193,xã,N,B-LOC,B-ADD
193,Cẩm Quan,Np,I-LOC,I-ADD
193,",",CH,O,I-ADD
193,huyện,N,B-LOC,I-ADD
193,Cẩm Xuyên,Np,I-LOC,I-ADD
193,",",CH,O,I-ADD
193,tỉnh,N,B-LOC,I-ADD
193,Hà Tĩnh,Np,I-LOC,I-ADD
193,",",CH,O,
193,sinh sống,V,O,B-R
193,và,C,O,
193,làm việc,V,O,B-R
193,tại,E,O,
193,Nga,Np,B-LOC,B-LOC
193,",",CH,B-LOC,
193,ngày,N,I-LOC,
193,25/3,M,I-LOC,B-TIME
193,từ,E,O,B-R
193,Nga,Np,B-LOC,B-LOC
193,về,E,O,B-R
193,Việt Nam,Np,B-LOC,B-LOC
193,trên,E,O,
193,chuyến,N,O,
193,bay,V,O,
193,SU290,Np,B-LOC,B-FLIGHT
193,",",CH,O,
193,ghế,N,O,
193,23A,N,O,
193,",",CH,O,
193,nhập cảnh,V,O,B-R
193,tại,E,O,
193,Nội Bài,Np,B-LOC,B-LOC
193,.,CH,O,
194,BN243,Np,B-PER,B-BN
194,-,CH,O,
194,nam,N,O,B-SEX
194,",",CH,O,
194,46,M,O,B-AGE
194,tuổi,N,O,
194,",",CH,O,
194,ở,E,O,
194,xã,N,B-LOC,B-ADD
194,Mê Linh,Np,I-LOC,I-ADD
194,",",CH,O,I-ADD
194,huyện,N,B-LOC,I-ADD
194,Mê Linh,Np,I-LOC,I-ADD
194,",",CH,O,I-ADD
194,TP,Ny,O,I-ADD
194,Hà Nội,Np,B-LOC,I-ADD
194,",",CH,O,
194,ngày,N,B-LOC,
194,12/3,M,I-LOC,B-TIME
194,đưa,V,O,B-R
194,vợ,N,O,I-R
194,đi,V,O,I-R
194,khám,V,O,I-R
194,bệnh,N,O,I-R
194,tại,E,O,
194,Khoa,Np,B-LOC,B-LOC
194,Miễn dịch,M,O,I-LOC
194,-,CH,O,I-LOC
194,Dị ứng,N,O,I-LOC
194,",",CH,O,I-LOC
194,Bệnh viện,N,B-LOC,I-LOC
194,Bạch Mai,Np,I-LOC,I-LOC
194,và,C,O,
194,về,V,O,
194,trong,E,O,
194,ngày,N,O,
194,",",CH,O,
194,ăn uống,V,O,B-R
194,tại,E,O,
194,quán,N,B-LOC,B-LOC
194,cơm,N,I-LOC,I-LOC
194,đường,N,I-LOC,I-LOC
194,Giải Phóng,Np,I-LOC,I-LOC
194,đối diện,V,O,
194,cổng,N,O,
194,bệnh viện,N,O,
194,",",CH,O,
194,từ,E,O,
194,đó,P,O,
194,đến,E,O,
194,nay,P,O,
194,chưa,R,O,
194,quay,V,O,
194,lại,V,O,
194,Bệnh viện,N,O,
194,.,CH,O,
195,BN244,Np,B-PER,B-BN
195,-,CH,O,
195,nữ,N,O,B-SEX
195,",",CH,O,
195,44,M,O,B-AGE
195,tuổi,N,O,
195,",",CH,O,
195,ở,E,O,
195,Đức Trạch,Np,B-LOC,B-ADD
195,",",CH,B-LOC,I-ADD
195,Bố Trạch,Np,I-LOC,I-ADD
195,",",CH,O,I-ADD
195,Quảng Bình,Np,B-LOC,I-ADD
195,",",CH,O,
195,nhân viên,N,O,
195,phục vụ,V,O,
195,quán,N,O,
195,ăn,V,O,
195,nhanh,A,O,
195,tại,E,O,
195,Đức,Np,B-LOC,
195,",",CH,O,
195,từ,E,O,B-R
195,Đức,Np,B-LOC,B-LOC
195,đến,E,O,B-R
195,Nga,Np,B-LOC,B-LOC
195,trên,E,O,
195,chuyến,N,O,
195,bay,V,O,
195,SU2313,Np,B-LOC,B-FLIGHT
195,",",CH,O,
195,số,N,O,
195,ghế,N,O,
195,20F,A,O,
195,",",CH,O,
195,nối,V,O,
195,chuyến,N,O,
195,từ,E,O,B-R
195,Nga,Np,B-LOC,B-LOC
195,về,E,O,B-R
195,Việt Nam,Np,B-LOC,B-LOC
195,trên,E,O,
195,chuyến,N,O,
195,bay,V,O,
195,SU290,Np,B-LOC,B-FLIGHT
195,",",CH,O,
195,ghế,N,O,
195,40C,N,O,
195,",",CH,O,
195,nhập cảnh,V,O,B-R
195,tại,E,O,
195,Nội Bài,Np,B-LOC,B-LOC
195,ngày,N,B-LOC,
195,25/3,M,I-LOC,B-TIME
195,.,CH,O,
196,BN245,Np,B-PER,B-BN
196,-,CH,O,
196,nữ,N,O,B-SEX
196,",",CH,O,
196,21,M,O,B-AGE
196,tuổi,N,O,
196,",",CH,O,
196,ở,E,O,
196,Sơn Hải,Np,B-LOC,B-ADD
196,",",CH,B-LOC,I-ADD
196,Quỳnh Lưu,Np,I-LOC,I-ADD
196,",",CH,O,I-ADD
196,Nghệ An,Np,B-LOC,I-ADD
196,",",CH,O,
196,nhân viên,N,O,
196,làm,V,O,
196,móng,N,O,
196,tại,E,O,B-R
196,Tây,Np,B-LOC,B-LOC
196,Ban Nha,Np,B-LOC,I-LOC
196,",",CH,O,
196,từ,E,O,B-R
196,Tây,Np,B-LOC,B-LOC
196,Ban Nha,Np,B-LOC,B-LOC
196,đến,E,O,B-R
196,Nga,Np,B-LOC,B-LOC
196,trên,E,O,
196,chuyến,N,O,
196,bay,V,O,
196,SU250,Np,B-LOC,B-FLIGHT
196,",",CH,O,
196,số,N,O,
196,ghế,N,O,
196,26B,A,O,
196,",",CH,O,
196,nối,V,O,
196,chuyến,N,O,
196,từ,E,O,B-R
196,Nga,Np,B-LOC,B-LOC
196,về,E,O,B-R
196,Việt Nam,Np,B-LOC,B-LOC
196,trên,E,O,
196,chuyến,N,O,
196,bay,V,O,
196,SU290,Np,B-LOC,B-FLIGHT
196,",",CH,O,
196,số,N,O,
196,ghế,N,O,
196,30H,N,O,
196,và,C,O,
196,nhập cảnh,V,O,B-R
196,tại,E,O,
196,Nội Bài,Np,B-LOC,B-LOC
196,ngày,N,B-LOC,
196,25/3,M,I-LOC,B-TIME
196,.,CH,O,
197,Cả,P,O,
197,4,M,O,
197,BN,Np,B-PER,B-BNS
197,đang,R,O,
197,được,V,O,
197,cách ly,V,O,B-R
197,",",CH,O,
197,điều trị,V,O,B-R
197,BV,Np,B-PER,B-HOS
197,Bệnh,Np,I-PER,I-HOS
197,Nhiệt đới,V,O,I-HOS
197,Trung ương,N,B-LOC,I-HOS
197,cơ sở,N,I-LOC,I-HOS
197,2,M,I-LOC,I-HOS
197,.,CH,O,
198,Hôm nay,N,O,
198,(,CH,O,
198,6/4,M,O,B-TIME
198,),CH,O,
198,",",CH,O,
198,Việt Nam,Np,B-PER,
198,đã,R,O,
198,có,V,O,
198,thêm,V,O,
198,4,M,B-MISC,
198,BN,Np,I-MISC,
198,mắc,V,O,
198,COVID,Np,O,
198,-,CH,O,
198,19,M,O,
198,được,V,O,
198,công bố,V,O,
198,khỏi,V,O,B-STATUS
198,bệnh,N,O,I-STATUS
198,",",CH,O,
198,nâng,V,O,
198,tổng số,N,O,
198,ca,N,O,
198,bình phục,V,O,
198,ở,E,O,
198,nước,N,O,
198,ta,P,O,
198,lên,V,O,
198,95,M,O,
198,người,N,O,
198,.,CH,O,
199,Trong,E,O,
199,đó,P,O,
199,",",CH,O,
199,gồm,V,O,
199,:,CH,O,
199,BN122,Np,B-PER,B-BN
199,(,CH,O,
199,24,M,O,B-AGE
199,tuổi,N,O,
199,),CH,O,
199,điều trị,V,O,B-R
199,tại,E,O,
